timestamp,lat,log,alt,roll,pitch,yaw,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,act_vx,act_vy,act_yr,capacity,vol,cur,power
1484790256,0.634769,2.223,89.9821,-0.0388123,0.000144236,0.84485,-0.0132236,-0.0703999,-0.0106706,-0.0325988,-0.0455233,0.198834,-4.3,-3.6,0,12596,49.548,23.614,11700.3
1484891592,0.634769,2.223,89.9751,-0.0391374,-0.00373714,0.844803,-0.00627582,-0.0771654,0.00159386,0.0446351,-0.0718444,0.0556025,-4.3,-3.6,0,12596,49.548,23.614,11700.3
1484995323,0.634769,2.223,89.9739,-0.0409274,0.000424711,0.843426,-0.00592122,-0.0813373,0.0100659,0.0144879,0.0587001,-0.0400662,-4.3,-3.6,0,12596,49.548,23.614,11700.3
1485095662,0.634769,2.223,89.9813,-0.112497,0.121448,0.836734,0.00451876,-0.0875695,0.0663332,-0.113924,-0.0679762,0.521334,-4.3,-3.6,0,12596,49.548,23.614,11700.3
1485196553,0.634769,2.223,89.989,-0.20004,0.229221,0.820902,-0.030001,-0.267639,0.0133297,-1.69241,-1.04171,-0.2546,-4.3,-3.6,0,12596,49.548,23.614,11700.3
1485297813,0.634769,2.223,89.9918,-0.262686,0.295779,0.804721,-0.056109,-0.572537,-0.0251255,-2.32295,-1.76448,1.1063,-4.3,-3.6,0,12596,49.548,23.614,11700.3
1485398195,0.634769,2.223,89.9925,-0.296045,0.325929,0.794789,-0.0993878,-0.978279,-0.0271963,-2.96032,-2.07581,1.7052,-4.3,-3.6,0,12596,49.548,23.614,11700.3
1485498551,0.634769,2.223,89.9994,-0.305371,0.334985,0.791275,-0.138572,-1.41432,-0.0105885,-3.08249,-2.25155,1.90149,-4.3,-3.6,0,12596,49.548,23.614,11700.3
1485598902,0.634769,2.223,90.0102,-0.306934,0.329923,0.792885,-0.169755,-1.84755,0.00243972,-3.02019,-2.30648,1.82645,-4.3,-3.6,0,12596,49.548,23.614,11700.3
1485699227,0.634769,2.223,90.0166,-0.302749,0.319692,0.796805,-0.196883,-2.26743,0.00784509,-2.88194,-2.21249,1.75638,-4.3,-3.6,0,12596,49.548,23.614,11700.3
